boundary_location,before_class,after_class,transition_type,nir_before_mean,nir_after_mean,nir_drop_absolute,brightness_before_mean,brightness_after_mean,brightness_drop_absolute,nir_ratio_before_mean,nir_ratio_after_mean,nir_ratio_change,rg_ratio_before_mean,rg_ratio_after_mean,rg_ratio_change,nir_d1_peak,nir_d1_peak_location,brightness_d1_peak,brightness_d1_peak_location,transition_width_nir,transition_asymmetry,band_synchrony_std,brightness_std_before,brightness_std_after,variability_ratio,nir_d2_max,nir_d2_at_boundary,nir_sustained_drop_points,rg_ratio_at_boundary,rg_ratio_d1_peak,transect_id,seed
101.0,BEACH_DRY,BEACH_WET,BEACH_DRY->BEACH_WET,176.3,134.9,41.400000000000006,208.3,183.225,25.075000000000017,0.8460993545803415,0.7319199711810052,0.11417938339933631,1.0188752966270154,1.0366668574639422,-0.01779156083692679,-10.42857142857143,105.00000385854172,-6.796428571428578,106.00000385854172,5.0,1.5231846019247581,0.4330127018922193,3.1,13.626467810845186,4.3956347776919955,3.4285714285714306,-2.80714285714285,6,1.0228310502278435,-0.0012514024961174375,378,321197
130.0,BEACH_WET,WATER,BEACH_WET->WATER,59.7,40.1,19.6,133.175,127.975,5.200000000000017,0.4479479909201369,0.3097431610117776,0.13820482990835925,1.077813816306844,1.026929661607546,0.05088415469929797,-5.228571428571431,133.00000385854173,-6.48571428571428,134.00000385854173,12.000000000000014,1.5018382352941184,0.4330127018922193,2.449617317051788,10.841154228217585,4.425652183609375,2.9571428571428244,0.36428571428571566,6,1.0650887573958197,-0.017391672800526115,378,321197
53.0,VEGETATED_DUNES,BEACH_DRY,VEGETATED_DUNES->BEACH_DRY,206.5,164.1,42.400000000000006,218.025,203.875,14.150000000000006,0.9466211839776573,0.802780988292531,0.1438401956851263,1.008403013866075,1.0146855962942667,-0.006282582428191796,-26.15714285714283,52.00006983120875,-11.671428571428564,51.00006983120875,1.0,0.8522464103751738,0.4330127018922193,7.9878423244328,9.041052206463581,1.131851611393139,14.80714285714285,13.692857142857129,4,1.0243902439019394,-0.003428323221629559,462,612823
93.0,BEACH_DRY,BEACH_WET,BEACH_DRY->BEACH_WET,188.2,145.3,42.89999999999998,214.05,192.45,21.600000000000023,0.8791980381511083,0.7494397625909144,0.12975827556019393,1.0115280762743093,1.0220650028578584,-0.0105369265835491,-17.099999999999994,96.00006983120876,-8.046428571428564,96.00006983120876,2.0,0.6919163369135106,0.0,1.0828203913853858,13.588506172497402,12.549178313045942,6.478571428571428,-1.4071428571428584,7,1.013392857142405,-0.0027812895069518895,462,612823
125.0,BEACH_WET,WATER,BEACH_WET->WATER,48.6,23.0,25.6,134.6,118.775,15.824999999999989,0.35840897278040545,0.19302432506192535,0.1653846477184801,1.0423081899987339,0.9747807271073878,0.06752746289134604,-5.085714285714285,118.00006983120876,-3.214285714285751,127.00006983120876,3.0,0.6042296072507566,4.062019202317978,5.503635162326805,4.091836384803282,0.7434788579033192,1.8928571428571228,0.7857142857142856,4,1.0060606060599964,-0.017354070042120306,462,612823
49.5,VEGETATED_DUNES,BEACH_DRY,VEGETATED_DUNES->BEACH_DRY,167.7,169.8,-2.1000000000000227,194.4,206.2,-11.799999999999983,0.8554760559341317,0.8191330431319569,0.03634301280217478,1.0147511955350876,1.0086503945809153,0.006100800954172314,-37.485714285714266,47.00001926429309,-22.028571428571425,47.00001926429309,,0.9081559435541734,0.0,20.452750426287412,10.872442227944925,0.531588270591267,26.6142857142857,24.421428571428564,4,0.999999999999471,-0.01233540659869492,586,612823
90.0,BEACH_DRY,BEACH_WET,BEACH_DRY->BEACH_WET,183.6,139.4,44.19999999999999,210.8,189.15,21.650000000000006,0.8709308161543463,0.7343804102708329,0.13655040588351341,1.0089908654646274,1.0148713357471357,-0.0058804702825083766,-13.98571428571428,91.00001926429309,-6.714285714285708,91.00001926429309,1.0,0.6965966690803773,0.0,1.1715374513859982,8.863689976527835,7.565861395247387,5.621428571428574,-5.621428571428574,7,1.0090497737551996,-0.0020759388472373352,586,612823
122.0,BEACH_WET,WATER,BEACH_WET->WATER,62.3,26.3,36.0,143.25,125.525,17.724999999999994,0.4310466406884642,0.20866891830087697,0.22237772238758724,1.0524600061903298,0.9921422022994294,0.06031780389090036,-11.257142857142895,112.00001926429309,-6.271428571428601,112.00001926429309,3.0,,3.4641016151377544,6.826419266350405,3.479313869141443,0.5096835886263373,3.021428571428573,1.057142857142856,6,0.9999999999994253,-0.02437564271001791,586,612823
47.0,VEGETATED_DUNES,BEACH_DRY,VEGETATED_DUNES->BEACH_DRY,139.4,179.2,-39.79999999999998,167.0,207.925,-40.92500000000001,0.8341891963524819,0.85704069555799,-0.022851499205508108,1.05166583775345,1.005521287574555,0.04614455017889507,-35.342857142857135,45.00002468035734,-21.703571428571422,45.00002468035734,7.0,0.8651943869335176,3.4641016151377544,22.86509348329895,12.708289617411149,0.55579434331609,29.48571428571428,19.235714285714273,3,1.0101522842634467,-0.04354491046385678,663,321197
100.0,BEACH_DRY,BEACH_WET,BEACH_DRY->BEACH_WET,170.4,115.4,55.0,203.15,173.7,29.450000000000017,0.8374525111744751,0.6613331517484057,0.17611935942606938,1.0082978286958366,1.0245536613368904,-0.01625583264105379,-9.699999999999989,98.00002468035734,-5.035714285714292,98.00002468035734,5.0,1.492046659597029,4.02336923485777,6.640030120413611,10.400600944176254,1.5663484586013288,4.921428571428571,1.999999999999993,15,1.0144230769225893,-0.009640659122378326,663,321197
120.0,BEACH_WET,WATER,BEACH_WET->WATER,104.4,78.8,25.60000000000001,167.125,145.075,22.05000000000001,0.6238397236556754,0.5420261494486003,0.08181357420707513,1.0330511189605278,1.0739807300307513,-0.040929611070223526,-8.185714285714276,119.00002468035734,-7.925000000000011,119.00002468035734,14.0,1.0303030303030296,0.82915619758885,6.540498834186885,6.660564915981226,1.0183573279100304,6.257142857142849,1.6285714285714192,12,1.042780748662544,-0.032317388164069705,663,321197
50.0,VEGETATED_DUNES,BEACH_DRY,VEGETATED_DUNES->BEACH_DRY,147.8,188.0,-40.19999999999999,166.3,210.1,-43.79999999999998,0.8842298752105352,0.893173454969603,-0.008943579759067788,1.03941043027969,1.0044552018480837,0.03495522843160637,-11.657142857142858,49.00000863578924,-5.764285714285734,49.00000863578924,0.0,0.2775276299631604,0.0,35.424708890829294,9.840731680114034,0.27779287362504174,13.371428571428574,9.907142857142858,2,0.9950980392151986,-0.03459035637605212,664,612823
100.0,BEACH_DRY,BEACH_WET,BEACH_DRY->BEACH_WET,180.4,140.9,39.5,207.775,187.975,19.80000000000001,0.8681888809717938,0.7477406692725085,0.12044821169928532,1.007285236922168,1.0155024615750825,-0.008217224652914412,-10.114285714285714,102.00000863578924,-4.896428571428544,102.00000863578924,3.0,1.870303030303032,3.766629793329841,1.3939601859450648,7.6953313768804,5.5204814703249125,3.807142857142857,-2.5928571428571345,6,1.0091743119261427,-0.003913733325494606,664,612823
130.0,BEACH_WET,WATER,BEACH_WET->WATER,68.9,20.0,48.900000000000006,140.175,120.325,19.85000000000001,0.4910684288386501,0.16369949085679425,0.32736893798185585,1.0709148621710898,0.9535686432452909,0.11734621892579888,-10.371428571428565,130.00000863578924,-7.66785714285713,131.00000863578924,4.0,1.4243070362473351,4.636809247747852,3.267357494979697,7.459934651188306,2.2831706241666283,3.2571428571428545,0.7642857142857142,8,0.9999999999994476,-0.027754456553901408,664,612823
62.0,VEGETATED_DUNES,BEACH_DRY,VEGETATED_DUNES->BEACH_DRY,175.6,165.2,10.400000000000006,193.475,199.0,-5.525000000000006,0.8996938315563516,0.8258479203480796,0.073845911208272,1.0211586876917322,1.0089263800120398,0.012232307679692411,-43.28571428571428,60.99995358021175,-25.339285714285694,60.99995358021175,0.0,0.6501199040767389,3.4641016151377544,23.054134661704392,10.043654713300333,0.4356552462575841,27.20714285714285,24.22142857142856,4,1.0674846625760324,-0.01630542615008912,872,612823
101.0,BEACH_DRY,BEACH_WET,BEACH_DRY->BEACH_WET,192.8,131.8,61.0,210.05,179.5,30.55000000000001,0.9177468127245634,0.7318676832319067,0.18587912949265673,1.007771203876252,1.021647903172801,-0.013876699296548889,-12.742857142857147,101.99995358021177,-6.871428571428567,101.99995358021177,3.0,0.7536865101037685,0.0,2.1324868112136124,7.875595215601168,3.69315072627301,5.23571428571428,-3.450000000000003,8,1.0046296296291646,-0.00578249698146549,872,612823
120.0,BEACH_WET,WATER,BEACH_WET->WATER,88.2,38.8,49.400000000000006,159.425,139.675,19.75,0.5363710071037866,0.2721940732712458,0.2641769338325408,1.0303914740388032,1.009194615329927,0.02119685870887622,-25.38571428571428,116.99995358021177,-13.65357142857141,117.99995358021177,1.0,0.5383771929824561,2.9154759474226504,15.359463695064356,10.257344929366468,0.6678192112047887,10.7,5.657142857142857,6,1.0170454545448768,-0.027571677279012885,872,612823
62.0,VEGETATED_DUNES,BEACH_DRY,VEGETATED_DUNES->BEACH_DRY,181.1,171.0,10.099999999999994,188.625,198.3,-9.675000000000011,0.9547480463692057,0.854036767582971,0.10071127878623476,1.005368627879192,1.011549791975016,-0.006181164095824032,-35.89999999999998,61.00001452780538,-25.75357142857142,60.00001452780538,0.0,0.9479581673306774,0.82915619758885,25.404047413748856,18.79388198324125,0.7397987288068855,28.078571428571415,28.078571428571415,5,1.055214723925733,-0.05023468698835121,932,321197
102.0,BEACH_DRY,BEACH_WET,BEACH_DRY->BEACH_WET,191.8,143.3,48.5,208.75,183.975,24.775000000000006,0.91876629565656,0.7726874248939315,0.1460788707626285,1.0092103264634877,1.0211730042330278,-0.011962677769540075,-23.585714285714275,104.00001452780538,-11.896428571428572,104.00001452780538,1.0,0.687446988973707,0.0,1.0307764064044151,13.569013412919896,13.16387659691565,10.092857142857142,-9.071428571428577,6,1.0138888888884197,-0.008834432292814665,932,321197
110.0,BEACH_WET,WATER,BEACH_WET->WATER,153.4,61.6,91.80000000000001,188.6,145.9,42.69999999999999,0.8043029246737845,0.3753947370606087,0.4289081876131758,1.0205774364984532,0.9875744704849684,0.03300296601348485,-35.885714285714265,113.00001452780538,-17.910714285714278,113.00001452780538,8.0,1.2556797692030288,0.0,16.783250579074362,26.90288088662625,1.6029600916624107,17.671428571428564,-14.285714285714278,7,1.0096618357483045,-0.022952772660739473,932,321197
64.0,VEGETATED_DUNES,BEACH_DRY,VEGETATED_DUNES->BEACH_DRY,181.0,167.2,13.800000000000011,197.25,198.075,-0.8249999999999886,0.914086789832465,0.8377834646668729,0.07630332516559213,1.0077876632004974,1.008811541797921,-0.0010238785974236997,-22.35714285714286,60.00003384920626,-14.653571428571425,60.00003384920626,0.0,0.6311380032580869,0.0,13.174312126255398,14.156734263240233,1.0745710385156992,20.214285714285715,19.464285714285708,5,1.0273224043710234,-0.009082128599973982,947,612823
100.0,BEACH_DRY,BEACH_WET,BEACH_DRY->BEACH_WET,192.8,129.7,63.10000000000002,209.375,176.675,32.69999999999999,0.9208098007251386,0.7264467920393821,0.1943630086857565,1.008734640705621,1.0222440361964895,-0.013509395490868492,-17.34285714285714,101.00003384920626,-9.110714285714266,101.00003384920626,2.0,0.40683826354206676,0.0,0.9100137361600648,14.919806466573217,16.395144242030355,6.9857142857142875,-6.9857142857142875,8,1.0092592592587921,-0.001521153395756314,947,612823
119.0,BEACH_WET,WATER,BEACH_WET->WATER,76.5,23.9,52.6,149.65,133.4,16.25,0.5056399016606925,0.17602610650527098,0.32961379515542155,1.0387774609096385,0.9583233117100756,0.08045414919956295,-15.842857142857136,117.00003384920626,-16.978571428571385,128.00003384920626,2.0,2.015254237288135,4.763139720814412,7.68293563685132,12.144031455822239,1.5806499012660218,6.471428571428573,4.185714285714285,8,0.9672131147535699,-0.02810888138689671,947,612823
62.0,VEGETATED_DUNES,BEACH_DRY,VEGETATED_DUNES->BEACH_DRY,188.8,186.0,2.8000000000000114,201.825,206.825,-5.0,0.9278258303029034,0.8965001193510199,0.03132571095188352,1.015808580371179,1.006918512628132,0.008890067743047014,-34.44285714285712,60.99994559947686,-23.010714285714286,59.99994559947686,,0.7464114832535885,0.4330127018922193,25.02899568500502,8.052212428891828,0.3217153628627593,30.52857142857141,30.52857142857141,5,1.0387096774186848,-0.011922888492852168,962,612823
95.0,BEACH_DRY,BEACH_WET,BEACH_DRY->BEACH_WET,188.8,127.5,61.30000000000001,207.65,176.3,31.349999999999994,0.9089781706816552,0.7213347989730978,0.18764337170855738,1.0036868327779662,1.0229201795958622,-0.019233346817896013,-15.742857142857147,95.99994559947686,-8.060714285714283,95.99994559947686,3.0,0.7478897017445136,0.0,2.853068523537421,7.31334396839093,2.563325734400297,5.278571428571432,-5.278571428571432,6,1.0046728971957923,-0.007731164531554757,962,612823
121.0,BEACH_WET,WATER,BEACH_WET->WATER,69.5,35.3,34.2,141.55,132.4,9.150000000000006,0.4889819770082132,0.26235091397118604,0.22663106303702718,1.0655335938903865,1.0174860966659816,0.048047497224404934,-12.59999999999999,122.99994559947686,-7.799999999999997,123.99994559947686,12.0,1.4099576271186431,0.4330127018922193,5.4952252001169155,9.389621930621061,1.7086873765284978,4.699999999999995,-3.357142857142854,6,1.043478260868998,-0.024178290161614657,962,612823
60.0,VEGETATED_DUNES,BEACH_DRY,VEGETATED_DUNES->BEACH_DRY,187.7,169.9,17.799999999999983,201.0,199.175,1.8249999999999886,0.9245415538254272,0.8506008450056803,0.0739407088197469,1.0045134314783888,1.0052083443226096,-0.0006949128442208519,-33.12857142857142,56.99997178647379,-17.310714285714297,56.99997178647379,0.0,0.6555629580279813,0.0,15.422386326376342,7.690131663372222,0.4986343553215284,17.085714285714282,7.692857142857136,5,1.0049504950490076,-0.014769224207165976,1075,321197
100.0,BEACH_DRY,BEACH_WET,BEACH_DRY->BEACH_WET,189.3,111.6,77.70000000000002,206.95,158.625,48.32499999999999,0.9146502657830979,0.6942060163284477,0.22044424945465024,1.006483754430947,1.0572494063665328,-0.05076565193558569,-16.228571428571414,101.9999717864738,-10.967857142857127,103.9999717864738,3.0,0.7443770082113531,1.0897247358851685,1.469693845669907,20.81683513409279,14.164062260602437,5.685714285714283,-5.685714285714283,12,1.0046511627902304,-0.0029082754932258092,1075,321197
115.0,BEACH_WET,WATER,BEACH_WET->WATER,78.8,28.9,49.9,136.75,117.85,18.900000000000006,0.5751890887477914,0.24057727227843045,0.33461181646936095,1.0902332605767402,1.0124634501383758,0.0777698104383644,-10.228571428571424,113.9999717864738,-5.464285714285722,120.9999717864738,5.0,0.7908611599297006,4.301162633521313,6.720305052599919,8.12265350732136,1.2086733330920607,3.9999999999999982,2.74285714285714,10,1.0363636363630084,-0.0385978198947321,1075,321197
50.0,VEGETATED_DUNES,BEACH_DRY,VEGETATED_DUNES->BEACH_DRY,203.3,148.0,55.30000000000001,211.1,187.475,23.625,0.9612552471422392,0.7885032414492302,0.17275200569300897,1.0035856100004987,1.0059298493548459,-0.002344239354347133,-23.85714285714286,49.0000125189639,-16.03928571428571,49.0000125189639,3.0,1.4680422747861097,0.0,10.599056561788885,10.057615274010038,0.9489160865759675,14.078571428571422,11.814285714285717,6,0.9999999999994507,-0.004862645186551495,1138,321197
100.0,BEACH_DRY,BEACH_WET,BEACH_DRY->BEACH_WET,174.5,97.6,76.9,199.85,149.55,50.29999999999998,0.8726019848089976,0.6474536432301884,0.22514834157880925,1.00807293626291,1.069980891399992,-0.06190795513708203,-16.414285714285697,99.0000125189639,-8.44285714285715,102.0000125189639,3.0,0.44482109227871935,3.6742346141747673,4.655910222502148,17.988468528476794,3.8635771887391663,6.649999999999999,2.0142857142857054,13,1.015075376883912,-0.01513748537886328,1138,321197
110.0,BEACH_WET,WATER,BEACH_WET->WATER,97.6,25.8,71.8,149.55,108.225,41.32500000000002,0.6474536432301884,0.22327920455880018,0.4241744386713882,1.069980891399992,0.9863378084616026,0.0836430829383894,-20.999999999999993,111.0000125189639,-13.410714285714278,112.0000125189639,4.0,1.0373333333333332,0.4330127018922193,17.988468528476794,14.512257749916103,0.8067533779733584,8.292857142857141,-8.292857142857141,14,1.055214723925733,-0.04759112043320013,1138,321197
50.0,VEGETATED_DUNES,BEACH_DRY,VEGETATED_DUNES->BEACH_DRY,179.3,155.6,23.700000000000017,198.375,193.65,4.724999999999994,0.896714025849098,0.8014653920335683,0.09524863381552973,1.0090489437606331,1.0033488885790989,0.005700055181534269,-31.58571428571429,46.00004712761256,-16.560714285714283,46.00004712761256,1.0,1.8416126709863236,0.4330127018922193,17.916211234521658,7.404559406203721,0.4132882398671615,15.842857142857142,-1.6499999999999986,4,0.9999999999995123,-0.008796427193889733,1220,321197
95.0,BEACH_DRY,BEACH_WET,BEACH_DRY->BEACH_WET,150.6,108.3,42.3,188.125,160.825,27.30000000000001,0.7983851429311736,0.6713149693639989,0.12707017356717465,1.011845101396087,1.0393334006940385,-0.02748829929795149,-9.942857142857179,85.00004712761256,-9.921428571428521,104.00004712761256,6.0,,8.227241335952167,8.186307165016471,10.837463956110765,1.3238525916085584,2.5142857142857054,1.6571428571428513,11,1.0256410256404997,-0.0006227139585723851,1220,321197
125.0,BEACH_WET,WATER,BEACH_WET->WATER,52.2,41.8,10.400000000000006,125.175,136.325,-11.149999999999991,0.41328512696007164,0.3074419753622261,0.10584315159784552,1.077979913444401,1.0194185265080504,0.0585613869363506,-8.699999999999996,121.00004712761256,-4.221428571428575,121.00004712761256,0.0,1.2038539553752525,0.0,5.663534673682151,11.90695700000634,2.102389706438404,7.292857142857134,1.9214285714285726,4,1.063694267515246,-0.023883808482399904,1220,321197
60.0,VEGETATED_DUNES,BEACH_DRY,VEGETATED_DUNES->BEACH_DRY,147.4,162.3,-14.900000000000006,165.925,197.975,-32.04999999999998,0.8895178432979515,0.8181954061690385,0.07132243712891295,1.0177481574605314,1.0018779756651963,0.01587018179533506,-19.914285714285697,59.999940085720425,-9.84999999999998,54.999940085720425,4.0,1.8314472900536025,2.165063509461097,16.658725191322414,6.221384492217146,0.37346101942169535,16.95714285714284,3.9857142857142875,2,0.9949238578675154,-0.022567196652335086,1455,612823
110.0,BEACH_DRY,BEACH_WET,BEACH_DRY->BEACH_WET,130.8,95.4,35.400000000000006,178.925,148.825,30.100000000000023,0.7295655482738563,0.6379832685757977,0.09158227969805866,1.0171458103337592,1.0639628196289506,-0.04681700929519139,-7.228571428571428,113.99994008572044,-6.571428571428569,113.99994008572044,6.0,0.58023572076156,1.5,7.357861442022403,15.280727240547158,2.076789208515872,3.685714285714287,2.6642857142857146,6,1.0260416666661323,-0.0037037147013732064,1455,612823
130.0,BEACH_WET,WATER,BEACH_WET->WATER,67.7,50.7,17.0,126.675,147.2,-20.52499999999999,0.534414780262624,0.33936724538933777,0.19504753487328624,1.1023744332942724,0.9951045660282325,0.10726986726603993,-16.31428571428568,139.99994008572045,-27.26428571428565,139.99994008572045,2.000000000000014,,0.0,1.3603767860412792,18.706215544572345,13.750760624935218,5.621428571428575,1.221428571428552,6,1.070967741934793,-0.04380798209430714,1455,612823
57.0,VEGETATED_DUNES,BEACH_DRY,VEGETATED_DUNES->BEACH_DRY,185.5,174.2,11.300000000000011,198.625,202.05,-3.4250000000000114,0.9330009571929603,0.8603962773230712,0.07260467986988905,0.9993053210780868,1.001862965740968,-0.002557644662881109,-14.657142857142858,56.99997690164753,-7.728571428571428,55.99997690164753,2.0,1.0256849315068493,2.165063509461097,9.454661548675341,6.739621651101789,0.7128358446681842,12.935714285714283,6.585714285714282,5,0.9999999999994846,-0.007010887889789985,1515,321197
110.0,BEACH_DRY,BEACH_WET,BEACH_DRY->BEACH_WET,139.9,69.8,70.10000000000001,183.35,138.05,45.29999999999998,0.7614094536406475,0.4945799664022868,0.2668294872383607,1.0119104144518407,1.0543000862477028,-0.04238967179586206,-16.542857142857137,114.99997690164751,-9.492857142857133,110.99997690164751,5.0,1.240689655172413,1.7320508075688772,7.147726911403373,13.078035020598469,1.8296774880604314,9.19285714285716,-2.5500000000000007,10,1.0207253886005074,-0.012014542319985111,1515,321197
140.0,BEACH_WET,WATER,BEACH_WET->WATER,57.6,46.5,11.100000000000001,132.525,142.025,-9.5,0.43468187976675204,0.31899575503377176,0.11568612473298029,1.0607915089911304,1.006188344167038,0.05460316482409233,-4.142857142857139,138.99997690164753,-5.117857142857147,145.99997690164753,0.0,0.8890429958391121,3.031088913245535,1.7045893933730785,17.491587263596177,10.261466680244586,15.47142857142859,0.3999999999999986,2,1.0424242424236108,-0.02093049259695412,1515,321197
68.0,VEGETATED_DUNES,BEACH_DRY,VEGETATED_DUNES->BEACH_DRY,171.8,184.9,-13.099999999999994,183.9,212.175,-28.275000000000006,0.9427639185813371,0.8706717932812309,0.07209212530010622,0.975681748903616,1.0040524721479098,-0.028370723244293794,-27.60000000000008,58.000010117681256,-25.06428571428583,58.000010117681256,0.0,,0.0,25.891407841212498,5.064644607472474,0.19561101654004517,18.06428571428573,1.3785714285714334,3,0.9999999999995371,-0.03384105126900805,1778,321197
110.0,BEACH_DRY,BEACH_WET,BEACH_DRY->BEACH_WET,163.1,97.9,65.19999999999999,201.475,174.15,27.32499999999999,0.8075538701202396,0.5579875494015377,0.24956632071870188,1.0121463821981238,1.0134012874644611,-0.001254905266337314,-17.685714285714276,116.00001011768126,-6.617857142857133,109.00001011768126,8.0,0.3953804347826093,2.9154759474226504,7.756811522784346,5.874946808269842,0.757391976202227,7.378571428571423,4.942857142857143,11,1.0247524752470174,-0.006083942312669399,1778,321197
120.0,BEACH_WET,WATER,BEACH_WET->WATER,97.9,47.1,50.800000000000004,174.15,160.375,13.775000000000006,0.5579875494015377,0.29314085366140974,0.264846695740128,1.0134012874644611,0.9871022699252416,0.026299017539219482,-17.685714285714276,116.00001011768126,-5.121428571428567,118.00001011768126,2.0,0.41349911190053285,1.299038105676658,5.874946808269842,4.18217945573836,0.7118667780704557,7.378571428571423,5.607142857142856,5,0.984771573603561,-0.008047772770444328,1778,321197
70.0,VEGETATED_DUNES,BEACH_DRY,VEGETATED_DUNES->BEACH_DRY,186.6,183.7,2.9000000000000057,204.775,208.925,-4.150000000000006,0.9115120308584176,0.8786229199995997,0.03288911085881785,0.998986106152476,1.0032009927804786,-0.004214886628002623,-11.585714285714275,72.0000477543258,-4.885714285714272,72.0000477543258,,1.7969735182849949,3.4641016151377544,3.198534820820308,4.354667036640115,1.3614568171320707,8.885714285714272,-7.085714285714282,3,1.0090497737551996,-0.005628183342848536,2077,321197
