transect_id,zone_class,band,signal_mean,noise_std,snr_db
378,WATER,red,123.1470588235294,42.76029793610862,9.187666426339574
378,WATER,green,138.24705882352941,36.036225526170334,11.67833208690026
378,WATER,blue,112.12352941176471,40.155170048960066,8.919105811616673
378,WATER,nir,25.91764705882353,19.363222729279023,2.532358607852933
663,VEGETATED_DUNE,red,146.3125,26.91665860422996,14.705205696857593
663,VEGETATED_DUNE,green,134.27083333333334,29.34758620350611,13.208185947079032
663,VEGETATED_DUNE,blue,111.875,29.960129756060805,11.443787167626937
663,VEGETATED_DUNE,nir,117.6875,18.016377098351377,16.301257478706294
663,BEACH_DRY,red,223.8490566037736,5.055899697532872,32.923136377936146
663,BEACH_DRY,green,222.35849056603774,5.2128083895837545,32.59963911339088
663,BEACH_DRY,blue,212.37735849056602,5.704107805136277,31.418409798585117
663,BEACH_DRY,nir,188.16981132075472,16.974715768934047,20.894948768345323
663,BEACH_WET,red,200.85,5.9099492383606815,30.62576170810949
663,BEACH_WET,green,195.3,7.543871685016918,28.262159009673837
663,BEACH_WET,blue,175.6,10.547037498748166,24.427880429480457
663,BEACH_WET,nir,109.9,13.619471355379401,18.136748836284433
663,WATER,red,121.89444444444445,44.34028732706762,8.783708185849516
663,WATER,green,149.83333333333334,29.7383964299056,14.045817895942411
663,WATER,blue,126.34444444444445,33.30103805893247,11.581967571232417
663,WATER,nir,21.166666666666668,24.50249420410547,-1.2711564913099642
932,VEGETATED_DUNE,red,145.84126984126985,30.45851008310717,13.603435632373044
932,VEGETATED_DUNE,green,136.38095238095238,33.48225238077325,12.198781064470063
932,VEGETATED_DUNE,blue,117.15873015873017,32.45519810603209,11.149807829430742
932,VEGETATED_DUNE,nir,111.26984126984127,36.135198664383836,9.768940435696349
932,BEACH_DRY,red,218.575,7.952633211710446,28.7817906901758
932,BEACH_DRY,green,216.575,8.960712862267153,27.66531524176322
932,BEACH_DRY,blue,205.775,8.33212907965305,27.85273242061402
932,BEACH_DRY,nir,188.725,19.04598054708657,19.92052195245457
932,BEACH_WET,red,206.125,7.6882621573408905,28.566049699962935
932,BEACH_WET,green,201.5,9.447221813845593,26.579418761700254
932,BEACH_WET,blue,183.0,13.6106575888162,22.571439628094932
932,BEACH_WET,nir,143.75,29.701641368786337,13.696548068963228
932,WATER,red,132.88947368421051,48.94855940826088,8.675013333106628
932,WATER,green,154.0421052631579,38.39364415313218,12.067602200865
932,WATER,blue,133.78947368421052,44.38181105311691,9.584338501990343
932,WATER,nir,28.605263157894736,31.742499713926794,-0.9039035375614348
1075,VEGETATED_DUNE,red,143.14754098360655,35.94022180139636,12.004062780824249
1075,VEGETATED_DUNE,green,131.85245901639345,41.104359812464935,10.124006901970414
1075,VEGETATED_DUNE,blue,111.98360655737704,42.98855806720739,8.316031443502085
1075,VEGETATED_DUNE,nir,117.73770491803279,38.79407663056107,9.64300292898245
1075,BEACH_DRY,red,216.925,3.2740456624793737,36.424497479696775
1075,BEACH_DRY,green,215.75,3.2691742076555053,36.39025481038266
1075,BEACH_DRY,blue,205.4,3.0066592756745814,36.69032448047155
1075,BEACH_DRY,nir,186.65,13.862809960466167,22.58353449093514
1075,BEACH_WET,red,184.26666666666668,13.571866325437911,22.6561441237341
1075,BEACH_WET,green,173.26666666666668,18.989353742440937,19.204096712763054
1075,BEACH_WET,blue,145.66666666666666,24.032385556901243,15.6512659877585
1075,BEACH_WET,nir,97.13333333333334,30.563304068041393,10.043359811086901
1075,WATER,red,109.2918918918919,39.24891031972238,8.895206801405603
1075,WATER,green,129.2216216216216,33.73697254184587,11.66458158183998
1075,WATER,blue,103.72972972972973,35.78936022524515,9.242986227431981
1075,WATER,nir,15.962162162162162,13.229111047566219,1.6312211308889923
1138,VEGETATED_DUNE,red,147.05882352941177,43.53426046127388,10.573198320356754
1138,VEGETATED_DUNE,green,135.80392156862746,49.445164559811005,8.77576968996455
1138,VEGETATED_DUNE,blue,117.82352941176471,50.15962984287888,7.417554099854559
1138,VEGETATED_DUNE,nir,122.82352941176471,46.621423116691815,8.413920934938904
1138,BEACH_DRY,red,213.0,6.362389488234746,30.495187030457327
1138,BEACH_DRY,green,211.8,6.483826030978931,30.281892041867277
1138,BEACH_DRY,blue,201.26,7.559920634504043,28.50480464270784
1138,BEACH_DRY,nir,174.42,18.478192552303376,19.498735875692358
1138,BEACH_WET,red,183.2,12.936769303036982,23.021992714764828
1138,BEACH_WET,green,171.9,18.392661580097645,19.412625933307535
1138,BEACH_WET,blue,145.5,22.370739817896055,16.263652930579234
1138,BEACH_WET,nir,97.6,18.83188785013335,14.291119170421053
1138,WATER,red,118.17894736842105,41.463866056672174,9.097406489038368
1138,WATER,green,137.2421052631579,35.44891529465841,11.757688414371305
1138,WATER,blue,113.37368421052632,41.67811923862086,8.692082939118318
1138,WATER,nir,21.48421052631579,20.213785373194536,0.5294349861746068
1220,VEGETATED_DUNE,red,149.72549019607843,38.95149242345676,11.695432826728458
1220,VEGETATED_DUNE,green,140.2549019607843,43.81773440651399,10.105362606259938
1220,VEGETATED_DUNE,blue,120.84313725490196,45.92934580248129,8.402634641429271
1220,VEGETATED_DUNE,nir,124.98039215686275,41.07357826168499,9.665586870529978
1220,BEACH_DRY,red,213.42222222222222,5.297751677788057,32.1029607982758
1220,BEACH_DRY,green,212.13333333333333,5.771962885843564,31.305707727414035
1220,BEACH_DRY,blue,200.84444444444443,7.817233257519513,28.19613504413073
1220,BEACH_DRY,nir,171.51111111111112,19.992912324368266,18.668323979887504
1220,BEACH_WET,red,174.9,14.232240395196628,21.790330774416976
1220,BEACH_WET,green,164.76666666666668,16.065871349610088,20.219301415838792
1220,BEACH_WET,blue,132.0,19.946595365291458,16.414103070027686
1220,BEACH_WET,nir,69.16666666666667,32.041726267824934,6.6836188080410945
1220,WATER,red,115.74285714285715,55.345637514051056,6.408216089622303
1220,WATER,green,138.1942857142857,45.71672993465704,9.608298544725141
1220,WATER,blue,118.16,52.15961875408436,7.102721478411365
1220,WATER,nir,27.994285714285713,29.173274882106377,-0.3583158670652885
1515,VEGETATED_DUNE,red,166.48275862068965,30.679793068644376,14.690336750026676
1515,VEGETATED_DUNE,green,160.18965517241378,33.17999859520259,13.675162064252511
1515,VEGETATED_DUNE,blue,141.79310344827587,33.108889638996196,12.634209837417261
1515,VEGETATED_DUNE,nir,133.79310344827587,31.599191729454343,12.535155073642809
1515,BEACH_DRY,red,214.8490566037736,5.638132389883428,31.619963633120186
1515,BEACH_DRY,green,213.60377358490567,6.128620216660269,30.844924226457522
1515,BEACH_DRY,blue,202.20754716981133,8.776810119309664,27.249213166753798
1515,BEACH_DRY,nir,176.24528301886792,21.032684053748486,18.46445608862074
1515,BEACH_WET,red,174.13333333333333,5.737207993053376,29.643626374926487
1515,BEACH_WET,green,163.66666666666666,5.974017817925294,28.753874476392937
1515,BEACH_WET,blue,136.5,8.337665540585487,24.28176363291362
1515,BEACH_WET,nir,65.86666666666666,15.187129053540332,12.743800042530859
1515,WATER,red,101.55625,40.58228475501965,7.967403243057332
1515,WATER,green,138.1125,26.679577278322835,14.28108084831126
1515,WATER,blue,122.73125,28.23666098244444,12.76283635743395
1515,WATER,nir,20.8,14.768124457763756,2.974759825331021
1778,VEGETATED_DUNE,red,177.71014492753622,23.00604926704163,17.75740351127597
1778,VEGETATED_DUNE,green,174.2753623188406,24.133015486319312,17.172488054506548
1778,VEGETATED_DUNE,blue,155.46376811594203,29.197269929028447,14.525738899000682
1778,VEGETATED_DUNE,nir,129.2463768115942,27.462441174780928,13.45358475232294
1778,BEACH_DRY,red,223.42857142857142,4.359679199332037,34.19368350389158
1778,BEACH_DRY,green,221.78571428571428,4.768626208707005,33.35080574939022
1778,BEACH_DRY,blue,218.3095238095238,5.763134461459464,31.568278599484636
1778,BEACH_DRY,nir,186.45238095238096,17.18415990014999,20.708792567643425
1778,BEACH_WET,red,205.0,1.7888543819998317,41.18357743791603
1778,BEACH_WET,green,202.3,1.676305461424021,41.632854456365294
1778,BEACH_WET,blue,191.4,5.314132102234569,31.13019174501883
1778,BEACH_WET,nir,97.9,24.9897979183506,11.860398952269314
1778,WATER,red,173.04444444444445,26.516833693633227,16.292719921407656
1778,WATER,green,191.62222222222223,15.187039633829436,22.019454919862596
1778,WATER,blue,182.45,19.859583468833268,19.263474645130515
1778,WATER,nir,44.32222222222222,16.556856772130374,8.552872700133568
2077,VEGETATED_DUNE,red,207.2394366197183,9.172010068501187,27.080157603718497
2077,VEGETATED_DUNE,green,204.90140845070422,10.19134530584786,26.066268538890206
2077,VEGETATED_DUNE,blue,198.18309859154928,13.733181631460136,23.18590900718895
2077,VEGETATED_DUNE,nir,166.88732394366198,19.26943817988215,18.75108596431215
2077,BEACH_DRY,red,216.8181818181818,1.8497263590341642,41.37976425631366
2077,BEACH_DRY,green,216.2,1.7204650534085253,41.984196681756444
2077,BEACH_DRY,blue,215.6909090909091,1.7567814296990782,41.782282177663234
2077,BEACH_DRY,nir,176.1090909090909,7.367428877462124,27.569316463970644
2077,BEACH_WET,red,177.69230769230768,22.818294331807927,17.82770899631034
2077,BEACH_WET,green,174.15384615384616,24.56653807314755,17.01178220756184
2077,BEACH_WET,blue,169.53846153846155,25.9959031820116,16.287266540839283
2077,BEACH_WET,nir,95.07692307692308,28.141022720635327,10.574704832561345
2077,WATER,red,125.14814814814815,28.648190045218232,12.80654477194257
2077,WATER,green,151.06172839506172,20.518793360314046,17.340052632170178
2077,WATER,blue,144.64197530864197,23.476444007955074,15.793240588754534
2077,WATER,nir,24.944444444444443,15.41293748690718,4.181768378702292
